,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,0.0,4.9978334673924,6.972194584074741,7.899610995366149,8.406384827993044,8.717916133024886,8.926716508303418,9.075720904866326,9.187084409927783,9.27327763545538,9.341826882726501,9.397535337559017,9.443610050166155,9.482273251603063,9.515113135798288,9.543294773656587,9.567692179789626,9.588973788094508,9.607659534485455,9.62415986166858,9.638803102678295,9.651854967064493,9.663532795183063,9.674016008817015,9.683454038197551,9.691972252320381,9.699676617074806,9.70665721595576,9.712991119866402,9.718744553436242,9.723974738410485,9.728731263565832,9.733057314428624,9.73699055623739,9.74056398354252,9.74380649497869,9.746743499915432,9.74939729200941,9.751787496060832,9.753931306325168,9.755843825335619,9.757538208724,9.759025928903126,9.760316853352371,9.761419454347724,9.76234083833859,9.7630869154037,9.763662391250477,9.764070905065564,9.764314991504179,9.764396192083913,9.764314991504179,9.764070905065564,9.76366239125048,9.7630869154037,9.762340838338591,9.761419454347722,9.760316853352371,9.759025928903126,9.757538208724,9.75584382533562,9.753931306325168,9.751787496060832,9.74939729200941,9.746743499915432,9.743806494978688,9.74056398354252,9.73699055623739,9.733057314428626,9.72873126356583,9.723974738410485,9.718744553436242,9.712991119866404,9.70665721595576,9.699676617074806,9.691972252320383,9.68345403819755,9.674016008817015,9.663532795183063,9.651854967064493,9.638803102678295,9.62415986166858,9.607659534485457,9.588973788094508,9.567692179789628,9.543294773656589,9.515113135798288,9.482273251603063,9.443610050166155,9.397535337559017,9.341826882726501,9.273277635455381,9.187084409927783,9.075720904866326,8.926716508303418,8.717916133024886,8.406384827993044,7.899610995366149,6.972194584074741,4.9978334673924,0.0
2,0.0,3.019141909446356,4.991339116155822,6.219872430676129,7.008022647686376,7.538576262734233,7.9132446387651525,8.189100921188349,8.399359859187097,8.564222548808326,8.6965203505243,8.804732702967701,8.89466233329881,8.970402978416063,9.034920045546139,9.09041167629547,9.13854034837473,9.180585922780546,9.217549181566499,9.250223711608498,9.279246599098835,9.30513510253614,9.328313350042569,9.34913236013156,9.367884953141923,9.384817318743284,9.400137750823658,9.414023663748875,9.426626908949018,9.438078216351864,9.448490529107193,9.457961925475093,9.4665777572853,9.474412641675585,9.481531851425101,9.487992718701836,9.493845542414496,9.499134609298086,9.503898780205141,9.508172255260297,9.511984940694564,9.515363038103686,9.518329257021652,9.520903279683258,9.52310186185827,9.524939206395011,9.526426980243324,9.527574618175764,9.528389274164565,9.528876068538063,9.529037984998116,9.528876068538063,9.528389274164567,9.527574618175763,9.526426980243325,9.524939206395011,9.523101861858272,9.520903279683258,9.518329257021652,9.515363038103686,9.511984940694566,9.508172255260295,9.503898780205141,9.499134609298086,9.493845542414496,9.487992718701836,9.481531851425101,9.474412641675585,9.4665777572853,9.457961925475093,9.448490529107193,9.438078216351865,9.426626908949016,9.414023663748873,9.400137750823658,9.384817318743284,9.367884953141923,9.34913236013156,9.328313350042569,9.30513510253614,9.279246599098835,9.250223711608498,9.217549181566497,9.180585922780548,9.13854034837473,9.09041167629547,9.03492004554614,8.970402978416063,8.894662333298811,8.804732702967701,8.696520350524303,8.564222548808326,8.399359859187097,8.189100921188349,7.913244638765153,7.538576262734233,7.008022647686376,6.219872430676129,4.991339116155822,3.0191419094463563,0.0
3,0.0,2.087400294253337,3.7541580204583287,4.980532662427746,5.867277987172979,6.515147726055869,6.998616134194431,7.368114667102952,7.657073055800369,7.887778879366522,8.075350827218227,8.230269276808428,8.35996501466129,8.469822499634276,8.563823411494852,8.644967218426999,8.715551956458317,8.77736521505086,8.831816899495266,8.880032867733927,8.922922464736322,8.961227605063977,8.995559379406227,9.026425279895175,9.05425016114947,9.079392071746176,9.102154844191501,9.122797666014613,9.141542968860204,9.158582398870927,9.174081953071902,9.188185794193846,9.201019715184938,9.212693617078534,9.22330392480542,9.232935209034023,9.241661924807616,9.249549469086826,9.256655470183444,9.263030462964835,9.26871887239362,9.27375942259887,9.27818590633027,9.282027403500136,9.285308896072166,9.28805134582808,9.290272193310201,9.291985327532819,9.29320149354375,9.293928175076413,9.2941699253496,9.293928175076415,9.293201493543751,9.291985327532819,9.290272193310203,9.28805134582808,9.285308896072166,9.282027403500136,9.278185906330272,9.273759422598872,9.268718872393622,9.263030462964835,9.256655470183444,9.249549469086826,9.241661924807616,9.232935209034023,9.223303924805416,9.212693617078536,9.201019715184938,9.188185794193846,9.174081953071902,9.158582398870925,9.141542968860204,9.12279766601461,9.1021548441915,9.079392071746174,9.054250161149469,9.026425279895177,8.995559379406226,8.961227605063977,8.92292246473632,8.880032867733927,8.831816899495266,8.77736521505086,8.71555195645832,8.644967218426999,8.563823411494852,8.469822499634276,8.359965014661292,8.23026927680843,8.075350827218227,7.8877788793665236,7.657073055800368,7.368114667102953,6.998616134194432,6.5151477260558694,5.86727798717298,4.980532662427747,3.754158020458329,2.0874002942533374,0.0
4,0.0,1.576309098000826,2.957375694960219,4.080845732439004,4.965440221241568,5.6561596165256525,6.1980043102088604,6.627723071535061,6.973100931091155,7.254538798425266,7.486911974018398,7.681113193289896,7.845197868860731,7.985197802975691,8.105690181385174,8.210195218474935,8.301455295802945,8.381633196098248,8.452454056744076,8.51530872669526,8.57132944681392,8.621446461508308,8.66643029362907,8.706924252974133,8.743469068425416,8.776522386041389,8.806473655253136,8.83365629826008,8.8583569853559,8.8808235136968,8.901270729127607,8.919885804570326,8.93683208853119,8.952252757819588,8.966273344160825,8.97900434160349,8.990542866117123,9.000974573119931,9.010374733071862,9.01880968215,9.026337494164231,9.033009107135939,9.038868708724525,9.043954631395026,9.048299528595821,9.051931099042054,9.054872104820436,9.057140963962139,9.058751644001031,9.05971414721332,9.060034300586523,9.05971414721332,9.058751644001031,9.057140963962137,9.054872104820438,9.051931099042053,9.048299528595823,9.043954631395028,9.038868708724527,9.033009107135943,9.026337494164231,9.01880968215,9.010374733071862,9.000974573119931,8.990542866117124,8.979004341603488,8.966273344160825,8.952252757819586,8.93683208853119,8.919885804570324,8.901270729127607,8.8808235136968,8.8583569853559,8.833656298260077,8.806473655253132,8.776522386041387,8.743469068425412,8.706924252974133,8.66643029362907,8.621446461508308,8.57132944681392,8.51530872669526,8.452454056744076,8.381633196098248,8.301455295802945,8.210195218474936,8.105690181385174,7.985197802975691,7.845197868860732,7.681113193289896,7.486911974018399,7.254538798425266,6.973100931091157,6.627723071535061,6.198004310208861,5.656159616525654,4.965440221241568,4.080845732439004,2.957375694960219,1.5763090980008263,0.0
5,0.0,1.2604708409880094,2.4182108053392404,3.4200656236561913,4.2575192174915335,4.946098189459095,5.509580711642963,5.971744857590105,6.353151465246919,6.6704560963551085,6.936747784757453,7.162186175149001,7.354637800252753,7.520212566215037,7.663685765243425,7.788818935726186,7.898600854415192,7.995427223381418,8.08123537562522,8.157605114985513,8.225835322370878,8.287001907564019,8.342002706648032,8.39159179328453,8.43640669419156,8.476989314766444,8.513803003915895,8.547245662866489,8.57766080210984,8.605345941302097,8.630560003406778,8.653528792051258,8.674450089559773,8.69349726878114,8.710822913951667,8.726561209837168,8.740830588871003,8.753735298580509,8.765367391653749,8.775807727506926,8.785127508373414,8.793388881508056,8.800646153544665,8.806946103360664,8.81232896156833,8.816828507384681,8.820472870194703,8.82328445917764,8.82528062342431,8.826473445880245,8.826870283812323,8.826473445880247,8.825280623424309,8.823284459177641,8.820472870194703,8.816828507384685,8.81232896156833,8.806946103360666,8.800646153544665,8.793388881508058,8.785127508373415,8.775807727506926,8.765367391653749,8.75373529858051,8.740830588871003,8.726561209837168,8.710822913951667,8.69349726878114,8.674450089559773,8.653528792051258,8.630560003406778,8.605345941302097,8.57766080210984,8.547245662866487,8.513803003915895,8.476989314766442,8.436406694191557,8.39159179328453,8.342002706648032,8.287001907564019,8.225835322370877,8.157605114985513,8.08123537562522,7.995427223381417,7.898600854415193,7.788818935726187,7.663685765243426,7.520212566215038,7.354637800252754,7.162186175149002,6.936747784757454,6.670456096355109,6.35315146524692,5.971744857590106,5.509580711642965,4.9460981894590965,4.257519217491534,3.4200656236561913,2.418210805339241,1.2604708409880092,0.0
6,0.0,1.04737647583571,2.034957065972738,2.923725732571638,3.6985247392633402,4.361198026267701,4.922553083319112,5.396614555854636,5.797406947904447,6.137501906977908,6.427564829135693,6.6763862235655616,6.891106975862606,7.077493365271337,7.240197600349388,7.382981881292297,7.508901316444813,7.620450198255081,7.719676793816993,7.808273677236874,7.887647952950827,7.9589767634042206,8.023250440854106,8.081307113128224,8.133859634495902,8.18151764952521,8.224804716563497,8.264172740143824,8.300013055708002,8.332666126617578,8.362428828669966,8.389561145093245,8.41429100432818,8.436819030273837,8.457321768428475,8.47595514924412,8.492856628628488,8.50814778171435,8.52193569566279,8.534314963227764,8.545368548924998,8.555169358822091,8.563780726887165,8.571257677694252,8.577647131473348,8.582988937056456,8.587315861881786,8.59065444577809,8.593024819861943,8.594441412869601,8.594912626700845,8.5944414128696,8.593024819861945,8.59065444577809,8.58731586188179,8.582988937056456,8.577647131473352,8.571257677694252,8.563780726887167,8.555169358822093,8.545368548925,8.534314963227764,8.521935695662794,8.50814778171435,8.492856628628491,8.475955149244118,8.457321768428477,8.436819030273837,8.41429100432818,8.389561145093245,8.362428828669966,8.332666126617578,8.300013055708,8.264172740143824,8.224804716563495,8.18151764952521,8.133859634495902,8.081307113128224,8.023250440854106,7.9589767634042206,7.887647952950826,7.808273677236874,7.719676793816992,7.620450198255082,7.508901316444812,7.382981881292297,7.240197600349388,7.077493365271338,6.891106975862607,6.6763862235655616,6.4275648291356955,6.13750190697791,5.797406947904449,5.396614555854638,4.922553083319112,4.361198026267702,3.698524739263341,2.923725732571638,2.0349570659727374,1.04737647583571,0.0
7,0.0,0.8940935496486676,1.7505463566775092,2.541402098515614,3.2517180684320026,3.877693546263474,4.422911858270064,4.894861332023757,5.30248303961715,5.654717861457989,5.959776439046223,6.224854575198258,6.4560927987230095,6.658652860341225,6.836840188594056,6.994234306306436,7.133810800128378,7.258047284873478,7.369013106831844,7.468442856916718,7.557796885555405,7.638309835572036,7.711030510120087,7.7768535320267995,7.836545647551354,7.890766443536462,7.94008592877924,7.984998210707355,8.025933468390672,8.063267069398618,8.097327902349118,8.128404501112618,8.156750981177128,8.182591167178046,8.206122926694029,8.227520941474994,8.24693995102007,8.264516585018907,8.28037185178636,8.29461230805403,8.307332014021068,8.318613225542247,8.32852796389152,8.337138355624031,8.344497916306931,8.350651623254752,8.355636979302863,8.35948387598793,8.362215480164716,8.363847925416941,8.364391047226087,8.363847925416941,8.362215480164714,8.35948387598793,8.355636979302863,8.350651623254754,8.344497916306931,8.337138355624031,8.32852796389152,8.318613225542247,8.307332014021068,8.294612308054031,8.28037185178636,8.264516585018907,8.24693995102007,8.227520941474996,8.206122926694029,8.182591167178046,8.156750981177128,8.128404501112618,8.097327902349118,8.063267069398618,8.025933468390672,7.984998210707354,7.940085928779239,7.890766443536462,7.836545647551354,7.776853532026799,7.711030510120087,7.638309835572036,7.557796885555405,7.468442856916718,7.369013106831844,7.258047284873478,7.133810800128378,6.994234306306437,6.836840188594056,6.658652860341226,6.456092798723011,6.2248545751982585,5.959776439046225,5.654717861457992,5.302483039617151,4.894861332023758,4.422911858270064,3.8776935462634743,3.2517180684320035,2.541402098515614,1.7505463566775095,0.8940935496486675,0.0
8,0.0,0.7784694422093936,1.5317688284032611,2.2396723919138495,2.889323975814057,3.4750362488085305,3.996647237517198,4.457561389715338,4.863089029160433,5.219270568984559,5.5321461731451755,5.807357696168782,6.0499684227342065,6.264413510554444,6.4545207333889945,6.623565425452686,6.774337164259947,6.90920770677925,7.030193379793117,7.139010861687968,7.237124570583092,7.325787427165331,7.406074343689536,7.478910836674892,7.545096070767679,7.605322750165534,7.660192850208375,7.71023151543765,7.755897797070569,7.797594488958848,7.8356754698538715,7.870452786386473,7.902201674878347,7.931165765589068,7.9575605018319875,7.981577048194675,8.003384587631903,8.02313332365,8.040955979587203,8.056970157440787,8.071279259915563,8.083974383879601,8.09513481645238,8.104829584037653,8.113117626677667,8.120049084522714,8.125665222078629,8.129999506519402,8.133077330190435,8.134916915190814,8.135528865153066,8.134916915190813,8.133077330190437,8.1299995065194,8.12566522207863,8.120049084522712,8.113117626677669,8.10482958403765,8.095134816452378,8.083974383879601,8.071279259915565,8.056970157440787,8.040955979587206,8.02313332365,8.003384587631905,7.981577048194675,7.957560501831988,7.931165765589068,7.902201674878347,7.870452786386473,7.8356754698538715,7.797594488958848,7.75589779707057,7.71023151543765,7.660192850208375,7.6053227501655325,7.545096070767679,7.47891083667489,7.406074343689537,7.325787427165331,7.237124570583093,7.139010861687967,7.0301933797931175,6.909207706779249,6.774337164259949,6.623565425452685,6.4545207333889945,6.264413510554444,6.0499684227342065,5.807357696168783,5.532146173145176,5.21927056898456,4.8630890291604345,4.457561389715338,3.996647237517198,3.475036248808531,2.889323975814057,2.2396723919138504,1.531768828403261,0.7784694422093938,0.0
9,0.0,0.6880359358249607,1.3584282128909206,1.9962562172455527,2.5909512086693836,3.136582547249115,3.6312020619267535,4.075790619015544,4.473203827383937,4.827311644110544,5.142382143193686,5.422683084984637,5.672250473452322,5.894771646878096,6.093542263242529,6.271466226985828,6.431079728652654,6.5745856462944765,6.703892136108269,6.82064987553353,6.926287287837978,7.022041315785344,7.108985134820894,7.188051281347551,7.260052276919879,7.325697321953183,7.385607349817259,7.440326859306046,7.490334883212409,7.5360533021148175,7.577854899208724,7.616069166972072,7.650988303415088,7.682871236616904,7.711948166093847,7.7384233142396885,7.762478433218976,7.784274638317251,7.803955171826123,7.821646565892642,7.83746086533894,7.851496293151182,7.863839072068553,7.874563714062189,7.883734537106916,7.891405663551633,7.8976222976496775,7.902420491541847,7.90582822664917,7.907864986565235,7.908542668367079,7.907864986565235,7.90582822664917,7.902420491541847,7.8976222976496775,7.891405663551634,7.883734537106915,7.87456371406219,7.8638390720685525,7.851496293151182,7.83746086533894,7.821646565892643,7.803955171826122,7.784274638317252,7.762478433218975,7.7384233142396885,7.711948166093846,7.682871236616904,7.650988303415088,7.616069166972073,7.577854899208724,7.5360533021148175,7.490334883212409,7.440326859306044,7.385607349817258,7.325697321953182,7.260052276919877,7.188051281347551,7.108985134820893,7.022041315785344,6.926287287837977,6.82064987553353,6.703892136108269,6.574585646294478,6.431079728652653,6.2714662269858295,6.0935422632425285,5.8947716468780955,5.672250473452323,5.422683084984637,5.142382143193687,4.827311644110546,4.473203827383938,4.075790619015544,3.6312020619267544,3.136582547249115,2.590951208669384,1.9962562172455527,1.3584282128909209,0.6880359358249606,0.0
